unique_id	corpus	match_position	year	author	plaintext	status	kommer_position	att_position	verb_position	verb_lemma	distance_to_att_words	distance_to_att_symbols	distance_to_verb_words	distance_to_verb_symbols	voice	inf_length	att_before	distance_att_before_words	distance_att_before_symbols	att_between	att_after	distance_att_after_words	distance_att_after_symbols	subject_id	subject_form	subject_lemma	subject_type	subject_pos	subject_relpos	genre	month	day	time	text_id	thread_id	poslist	section	shortsection	userid
3077	DN1987	4367670	1987		Lars Ölander är på tisdagen , under samtalet med TT , övertygad om att RF:s förslag inte kommer att tas i den rådande formen .	att	18	19	20	tas	1	1	2	4	s-form	1	1	4	16	1	0			16	förslag	förslag	other	NN	before	news	11	26				PM PM VB PP NN MID PP NN PP PM MID PC PP SN PM NN AB VB IE VB PP DT PC NN MAD			
3078	DN1987	4372034	1987		Eddy Volel delar mångas oro över att valet inte kommer att bli av på söndag som planerat .	att	10	11	12	bli	1	1	2	4	active	1	1	3	10	1	0			8	valet	val	other	NN	before	news	11	25				PM PM VB PS NN PP SN NN AB VB IE VB PL PP NN KN PC MAD			
3081	DN1987	4375100	1987		Den matchen kommer sannolikt att avgöra vilket av de två lagen som får spela i allsvenskan efter jul .	att	3	5	6	avgöra	2	10	3	13	active	1	0			1	0			2	matchen	match	other	NN	before	news	11	28				DT NN VB AB IE VB HP PP DT RG NN HP VB VB PP NN PP NN MAD			
3082	DN1987	4375853	1987		-- Värdarna kommer nog att svara för en del också , tror Henry Bjelke .	att	3	5	6	svara	2	4	3	7	active	1	0			1	0			2	Värdarna	värd	other	NN	before	news	11	25				MID NN VB AB IE VB PP DT NN AB MID VB PM PM MAD			
3083	DN1987	4376451	1987		Här finns också en hypermodern dataanläggning som sköter snökanonerna och nu kanske man även i fortsättningen kommer att komplettera dessa med den svenska snökristallen .	att	17	18	19	komplettera	1	1	2	4	active	1	0			1	0			0						news	11	25				AB VB AB DT JJ NN HP VB NN KN AB AB PN AB PP NN VB IE VB PN PP DT JJ NN MAD			
3084	DN1987	4378006	1987		-- De stora pengarna kommer i fortsättningen att hamna i äldreomsorgen , förklarar K G Svensson , socialnämndens ordförande .	att	5	8	9	hamna	3	16	4	19	active	1	0			1	0			4	pengarna	pengar	other	NN	before	news	11	26				MID DT JJ NN VB PP NN IE VB PP NN MID VB PM PM PM MID NN NN MAD			
3085	DN1987	4378080	1987		En innebandysarg kommer att höra till attraktionerna .	att	3	4	5	höra	1	1	2	4	active	1	0			1	0			2	innebandysarg	innebandysarg	other	NN	before	news	11	25				DT NN VB IE VB PP NN MAD			
3086	DN1987	4380075	1987		Man vet aldrig om man får tak över huvudet , vad man ska göra , hur dagen ska avlöpa eller vad provtagningen på Maria kommer att visa nästa gång .	att	25	26	27	visa	1	1	2	4	active	1	0			1	0			22	provtagningen	provtagning	other	NN	before	news	11	19				PN VB AB SN PN VB NN PP NN MID HP PN VB VB MID HA NN VB VB KN HP NN PP PM VB IE VB JJ NN MAD			
3087	DN1987	4380636	1987		De lönekrav som LO kommer att ställa presenteras inte i siffror , utan troligen som x och y .	att	5	6	7	ställa	1	1	2	4	active	2	0			1	0			4	LO	LO	other	PM	before	news	11	26				DT NN HP PM VB IE VB VB AB PP NN MID KN AB HA RG KN NN MAD			
3090	DN1987	4382570	1987		Verdis opera ' Nebukadnessar ' , som innehåller den berömda ' Fångarnas kör ' , kommer att spelas under bar himmel i Jerusalem nästa år .	att	16	17	18	spela	1	1	2	4	s-form	1	0			1	0			1	Verdis	Verdi	other	PM	before	news	11	25				PM NN PAD NN PAD MID HP VB DT PC PAD NN NN PAD MID VB IE VB PP JJ NN PP PM JJ NN MAD			
3091	DN1987	4384070	1987		I ett försök att lugna internerna sade Kubas ende representant i USA , Ramon Sanchez-Parodi , på onsdagen att de som kommer att utlämnas inte behöver frukta något i sitt hemland .	att	22	23	24	utlämna	1	1	2	4	s-form	1	2	3	6	1	0			21	som	som	other	HP	before	news	11	26				PP DT NN IE VB NN VB PM JJ NN PP PM MID PM PM MID PP NN SN PN HP VB IE VB AB VB VB PN PP PS NN MAD			
3092	DN1987	4384086	1987		Han försäkrade att de inte kommer att straffas för gamla brott och att de kommer att få söka sig bra arbeten och leva med sina familjer .	att	6	7	8	straffa	1	1	2	4	s-form	1	1	3	7	1	2	5	17	4	de	de	other	PN	before	news	11	26				PN VB SN PN AB VB IE VB PP JJ NN KN SN PN VB IE VB VB PN AB NN KN VB PP PS NN MAD			
3093	DN1987	4384095	1987		Han försäkrade att de inte kommer att straffas för gamla brott och att de kommer att få söka sig bra arbeten och leva med sina familjer .	att	15	16	17	få	1	1	2	4	active	2	3	2	3	1	0			14	de	de	other	PN	before	news	11	26				PN VB SN PN AB VB IE VB PP JJ NN KN SN PN VB IE VB VB PN AB NN KN VB PP PS NN MAD			
3094	DN1987	4384195	1987		Matchen mot förre titelhållaren och landsmannen Larry Holmes kommer nu att gå den 22 januari .	att	9	11	12	gå	2	3	3	6	active	1	0			1	0			7	Larry	Larry	other	PM	before	news	11	24				NN PP JJ NN KN NN PM PM VB AB IE VB DT RG NN MAD			
3095	DN1987	4385297	1987		Samtidigt uttalade Birgitta Dahl sin besvikelse över att konferensen av allt att döma inte kommer att resultera i ett förbud mot dumpning och förbränning till havs .	att	15	16	17	resultera	1	1	2	4	active	1	2	3	9	1	0			0						news	11	25				AB VB PM PM PS NN PP SN NN PP PN IE VB AB VB IE VB PP DT NN PP NN KN NN PP NN MAD			
3096	DN1987	4386093	1987		-- Varje år är det lika osäkert om jag ska få mitt visum förnyat , och snart kommer man nog att dra in det .	att	18	21	22	dra	3	7	4	10	active	1	0			1	0			19	man	man	dummy	PN	after	news	11	22				MID DT NN VB PN AB JJ SN PN VB VB PS NN PC MID KN AB VB PN AB IE VB PL PN MAD			
3097	DN1987	4386316	1987		Allt tyder dock på att utredningen om styckmordet inte kan vara färdig till dess varför åklagare Helin antagligen kommer att begära ytterligare förlängd åtalstid .	att	19	20	21	begära	1	1	2	4	active	1	1	14	79	1	0			17	Helin	Helin	other	PM	before	news	11	19				PN VB AB PP SN NN PP NN AB VB VB JJ PP AB HA NN PM AB VB IE VB AB PC NN MAD			
3098	DN1987	4386455	1987		Vi kommer att få höra åtskilligt från motståndarna till avtalet om att man inte kan lita på Sovjet ; om att Gorbatjov lyckas få bort USA:s Pershing 2 , som Moskva verkligen har fruktat ; om att därför väst har mist en ' option ' .	att	2	3	4	få	1	1	2	4	active	1	0			1	3	8	44	1	Vi	vi	other	PN	before	news	11	26				PN VB IE VB VB AB PP NN PP NN PP SN PN AB VB VB PP PM MID PP SN PM VB VB PL PM NN RG MID HA PM AB VB VB MID SN SN AB NN VB VB DT PAD NN PAD MAD			
3099	DN1987	4387278	1987		Någon natt vecka 49 kommer också plattformstaket att lyftas bort för att ersättas med ett provisoriskt plasttak .	att	5	8	9	lyfta	3	21	4	24	s-form	2	0			1	1	3	8	2	natt	natt	other	NN	before	news	11	26				DT NN NN RG VB AB JJ IE VB PL PP IE VB PP DT AB NN MAD			
3102	DN1987	4387507	1987		Det är dock ingalunda säkert att Järfälla kommer att få sina önskemål om en utökad kollektivtrafik tillgodosedda .	att	8	9	10	få	1	1	2	4	active	1	1	2	9	1	0			7	Järfälla	Järfälla	other	PM	before	news	11	26				PN VB AB AB JJ SN PM VB IE VB PS NN PP DT PC NN PC MAD			
3103	DN1987	4390157	1987		För någon månad sedan bildade Zamoras och Ungos partier , tillsammans med det lilla socialdemokratiska patiet PSD i El Salvador , en ny politisk allians , convergencia democratica , som förmodligen kommer att delta i de kommunal- och parlamentsval som ska hållas i mars nästa år .	att	32	33	34	delta	1	1	2	4	active	1	0			1	0			30	som	som	other	HP	before	news	11	23				PP DT NN AB VB PM KN PM NN MID AB PP DT JJ JJ NN PM PP PM PM MID DT JJ JJ NN MID UO UO MID HP AB VB IE VB PP DT JJ KN NN HP VB VB PP NN JJ NN MAD			
3104	DN1987	4390179	1987		Socialdemokraterna kommer inte vara hövligare i år , tvärtom .	omission	2	0	4	vara	2	5	2	5	active	1	0			0	0			1	Socialdemokraterna	socialdemokrat	other	NN	before	news	11	21				NN VB AB VB JJ PP NN MID AB MAD			
3105	DN1987	4392991	1987		Bytet vid rodret inom CCOO kommer dock knappast att underlätta för Felipe Gonzalez .	att	6	9	10	underlätta	3	13	4	16	active	1	0			1	0			1	Bytet	byte	other	NN	before	news	11	26				NN PP NN PP PM VB AB AB IE VB PP PM PM MAD			
3106	DN1987	4393578	1987		Med all sannolikhet kommer stockholmarna att få höra ifrån honom mer än en gång till .	att	4	6	7	få	2	14	3	17	active	2	0			1	0			5	stockholmarna	stockholmare	other	NN	after	news	11	28				PP DT NN VB NN IE VB VB PL PN AB KN DT NN PP MAD			
3107	DN1987	4395374	1987		Att rättegångarna hålls inför vanlig domstol kommer att innebära att journalister och allmänhet får möjlighet att bevaka dessa .	att	7	8	9	innebära	1	1	2	4	active	1	0			1	2	1	1	0						news	11	26				SN NN VB PP JJ NN VB IE VB SN NN KN NN VB NN IE VB PN MAD			
3108	DN1987	4395417	1987		Nils Tunving , som är utredare på skolförvaltningen , håller med Hem och Skola om att det kommer att fattas skollokaler för Skarpnäcksbarnen på 1990-talet .	att	18	19	20	fattas	1	1	2	4	s-form	1	1	2	4	1	0			17	det	den	dummy	PN	before	news	11	25				PM PM MID HP VB NN PP NN MID VB PP AB KN NN PP SN PN VB IE VB NN PP NN PP NN MAD			
3109	DN1987	4399296	1987		Men superkändisen Elton John kommer inte att släppa kontakten helt med Watford .	att	5	7	8	släppa	2	5	3	8	active	1	0			1	0			3	Elton	Elton	other	PM	before	news	11	22				KN NN PM PM VB AB IE VB NN AB PP PM MAD			
3110	DN1987	4399567	1987		Redan nu bör , kräver SNF , det göras absolut klart att kemiska medel inte kommer att tillåtas .	att	16	17	18	tillåta	1	1	2	4	s-form	1	1	4	17	1	0			14	medel	medel	other	NN	before	news	11	19				AB AB VB MID VB PM MID PN VB AB AB SN JJ NN AB VB IE VB MAD			
3111	DN1987	4400111	1987		Sverige kommer att halka efter i utvecklingen på ett sätt som i längden missgynnar alla .	att	2	3	4	halka	1	1	2	4	active	1	0			1	0			1	Sverige	Sverige	other	PM	before	news	11	27				PM VB IE VB PL PP NN PP DT NN HP PP NN VB PN MAD			
3112	DN1987	4400838	1987		I så fall kommer det att finnas 116 platser i beredskap för jour -- och korttidsboende under vintern .	att	4	6	7	finnas	2	4	3	7	s-form	1	0			1	0			5	det	den	dummy	PN	after	news	11	19				PP AB NN VB PN IE VB RG NN PP NN PP NN NN KN NN PP NN MAD			
3113	DN1987	4401284	1987		Ingen på gymnasiet eller högskolan kommer att fråga barnen hur många håltimmar de hade .	att	6	7	8	fråga	1	1	2	4	active	1	0			1	0			1	Ingen	ingen	other	PN	before	news	11	25				PN PP NN KN NN VB IE VB NN HA JJ NN PN VB MAD			
3115	DN1987	4402256	1987		Mot bakgrund av ovanstående generella tankegångar kommer jag nu att göra några nedslag i böcker som hittills försummats denna höst .	att	7	10	11	göra	3	6	4	9	active	1	0			1	0			8	jag	jag	dummy	PN	after	news	11	28				PP NN PP JJ JJ NN VB PN AB IE VB DT NN PP NN HP AB VB DT NN MAD			
3116	DN1987	4405099	1987		Sverige och Norge kommer att samarbeta så att de svenskar som bor i Norge ska kunna få röstsedlar och information inför nästa val .	att	4	5	6	samarbeta	1	1	2	4	active	1	0			1	1	2	3	2	och	och	other	KN	before	news	11	26				PM KN PM VB IE VB AB SN DT NN HP VB PP PM VB VB VB NN KN NN PP JJ NN MAD			
3117	DN1987	4409835	1987		-- Hur kommer människor att reagera ?	att	3	5	6	reagera	2	10	3	13	active	1	0			1	0			4	människor	människa	other	NN	after	news	11	26				MID HA VB NN IE VB MAD			
3118	DN1987	4410318	1987		-- Den budgetkompromiss som vi kommer att uppnå är inte det sista ordet , vi måste lösa problemet på sikt men det är viktigt att vi nu visar vår goda vilja .	att	6	7	8	uppnå	1	1	2	4	active	1	0			1	1	16	61	5	vi	vi	other	PN	before	news	11	20				MID DT NN HP PN VB IE VB VB AB DT JJ NN MID PN VB VB NN PP NN KN PN VB JJ SN PN AB VB PS JJ NN MAD			
3119	DN1987	4410863	1987		Tidigast på måndag kommer de boende åter att kunna flytta in .	omission	4	0	9	kunna	4	13	5	16	active	2	0			1	0			6	boende	boende	other	NN	after	news	11	22				JJ PP NN VB DT NN AB IE VB VB PL MAD			
3121	DN1987	4412185	1987		Vi gör det inte minst därför att vi vet att dessa egenskaper kommer att krävas hos dem om konflikter mellan nationer i framtiden skall kunna lösas på fredlig väg med rättvisa som riktmärke .	att	13	14	15	krävas	1	1	2	4	s-form	1	2	3	16	1	0			12	egenskaper	egenskap	other	NN	before	news	11	28				PN VB PN AB AB HA SN PN VB SN DT NN VB IE VB PP PN PP NN PP NN PP NN VB VB VB PP JJ NN PP NN KN NN MAD			
3122	DN1987	4416693	1987		Det mumlas om att man ska försöka få hit den italienske sångaren Luciano Pavarotti och i så fall kan det tänkas att en biljett kommer att kosta 2 000 kronor .	att	25	26	27	kosta	1	1	2	4	active	1	2	3	10	1	0			24	biljett	biljett	other	NN	before	news	11	22				PN VB PP SN PN VB VB VB AB DT JJ NN PM PM KN PP AB NN VB PN VB SN DT NN VB IE VB RG RG NN MAD			
3123	DN1987	4419153	1987		I de flesta fall kommer det att fungera dåligt , om alls .	att	5	7	8	fungera	2	4	3	7	active	1	0			1	0			6	det	den	other	PN	after	news	11	22				PP DT JJ NN VB PN IE VB AB MID AB AB MAD			
3125	DN1987	4420959	1987		Det kommer inte att byggas sönder .	att	2	4	5	bygga	2	5	3	8	s-form	1	0			1	0			1	Det	den	dummy	PN	before	news	11	25				PN VB AB IE VB PL MAD			
3126	DN1987	4422979	1987		-- Inte för att jag tror jag kommer att lära mig persiska , men det känns bra att kunna några ord , som ett slags vänlighet .	att	8	9	10	lära	1	1	2	4	active	1	1	4	11	1	1	7	26	7	jag	jag	other	PN	before	news	11	22				MID AB PP SN PN VB PN VB IE VB PN JJ MID KN PN VB AB IE VB DT NN MID KN DT NN NN MAD			
3127	DN1987	4424165	1987		Här säger Schill att ' I det läget kommer det att bli mycke svårt att säga nej till fortsatt entreprenad .	att	9	11	12	bli	2	4	3	7	active	2	1	4	10	1	1	3	11	0						news	11	26				AB VB PM SN PAD PP DT NN VB PN IE VB AB JJ IE VB IN PP PC NN MAD			
3128	DN1987	4426210	1987		Det betyder att varje familjemedlem kommer att betala förmögenhetsskatt på sin enskilda del .	att	6	7	8	betala	1	1	2	4	active	1	1	3	19	1	0			5	familjemedlem	familjemedlem	other	NN	before	news	11	20				PN VB SN DT NN VB IE VB NN PP PS JJ NN MAD			
3130	DN1987	4426510	1987		Förutom de åtta som Tommy Sandlin tagit ut , kommer Erkki Laine att spela mot Sverige och i Moskva för Finland och backen Jesper Duus representera Danmark i Köpenhamn .	att	10	13	14	spela	3	11	4	14	active	1	0			1	0			11	Erkki	Erkki	other	PM	after	news	11	26				PP DT RG HP PM PM VB PL MID VB PM PM IE VB PP PM KN PP PM PP PM KN NN PM PM VB PM PP PM MAD			
3131	DN1987	4426654	1987		USA blev inte mer konkurrenskraftigt trots dollarns fria fall , samtidigt som vissa aspekter av sjukdomen visade sig vara ärftliga -- även framtida generationer kommer att få lida för de förlamande handels- och budgetunderskotten .	att	25	26	27	få	1	1	2	4	active	2	0			1	0			24	generationer	generation	other	NN	before	news	11	23				PM VB AB AB JJ PP NN JJ NN MID AB HP JJ NN PP NN VB PN VB JJ MID AB JJ NN VB IE VB VB PP DT PC NN KN NN MAD			
3132	DN1987	4426869	1987		Lacroix som alla talar om som det nya stora namnet kommer inte att hålla så länge till .	att	11	13	14	hålla	2	5	3	8	active	1	0			1	0			1	Lacroix	Lacroix	other	PM	before	news	11	25				PM HP PN VB PL KN DT JJ JJ NN VB AB IE VB AB AB PP MAD			
3133	DN1987	4428258	1987		-- Folk kommer att kräva av oss doktorer att vi gör något , säger Owe Johnson .	att	3	4	5	kräva	1	1	2	4	active	1	0			1	1	4	14	2	Folk	folk	other	NN	before	news	11	29				MID NN VB IE VB PP PN NN SN PN VB PN MID VB PM PM MAD			
3134	DN1987	4428286	1987		I längden kommer det att bli svårt att argumentera med patienter som undrar varför ett visst värde på blodfetter är mindre farligt för svenska än amerikanska patienter .	att	3	5	6	bli	2	4	3	7	active	2	0			1	1	2	6	4	det	den	other	PN	after	news	11	29				PP NN VB PN IE VB JJ IE VB PP NN HP VB HA DT JJ NN PP NN VB AB JJ PP JJ KN JJ NN MAD			
3136	DN1987	4432721	1987		-- Bara klottret kommer i år att kosta oss 15-20 miljoner kronor .	att	4	7	8	kosta	3	4	4	7	active	1	0			1	0			3	klottret	klotter	other	NN	before	news	11	25				MID AB NN VB PP NN IE VB PN RG NN NN MAD			
3138	DN1987	4435915	1987		-- Vårt spel kommer att se annorlunda ut i fortsättningen , säger han .	att	4	5	6	se	1	1	2	4	active	1	0			1	0			3	spel	spel	other	NN	before	news	11	24				MID PS NN VB IE VB AB PL PP NN MID VB PN MAD			
3139	DN1987	4436735	1987		Nästa vecka kommer vi att slå ner pålar i marken .	att	3	5	6	slå	2	3	3	6	active	1	0			1	0			4	vi	vi	other	PN	after	news	11	24				JJ NN VB PN IE VB PL NN PP NN MAD			
3141	DN1987	4439136	1987		Inför andra valomgången i december kommer det att pågå intensiva förhandlingar för att forma koalitioner mellan de olika kandidaterna .	att	6	8	9	pågå	2	4	3	7	active	1	0			1	1	4	26	7	det	den	dummy	PN	after	news	11	27				PP JJ NN PP NN VB PN IE VB JJ NN PP IE VB NN PP DT JJ NN MAD			
3142	DN1987	4440677	1987		Jag tror att den svenska utmanarbåten kommer att byggas i glasfiberarmerad plast , säger Pelle Pettersson .	att	7	8	9	bygga	1	1	2	4	s-form	1	1	4	23	1	0			6	utmanarbåten	utmanarbåt	other	NN	before	news	11	22				PN VB SN DT JJ NN VB IE VB PP PC NN MID VB PM PM MAD			
3145	DN1987	4444499	1987		Hon vet inte hur den kommer att se ut ännu .	att	6	7	8	se	1	1	2	4	active	1	0			1	0			5	den	den	other	PN	before	news	11	24				PN VB AB HA PN VB IE VB PL AB MAD			
3146	DN1987	4446498	1987		Inga-Britt Törnell ska tillträda sitt nya ämbete den 23 november , och JämO-stolen kommer då att vara vakant till dess att en efteträdare tillsatts .	att	14	16	17	vara	2	3	3	6	active	1	0			1	1	4	15	13	JämO-stolen	JämO-stolen	other	NN	before	news	11	25				PM PM VB VB PS JJ NN DT RG NN MID KN NN VB AB IE VB JJ PP AB SN DT NN VB MAD			
3147	DN1987	4447675	1987		Rotationsgrindarna kommer att vara kvar och uppgången ska som nu bara vara bemannad under vissa tider .	att	2	3	4	vara	1	1	2	4	active	1	0			1	0			1	Rotationsgrindarna	rotationsgrind	other	NN	before	news	11	26				NN VB IE VB PL KN NN VB KN AB AB VB PC PP JJ NN MAD			
3148	DN1987	4448501	1987		Vid KU:s nya förestående granskning kommer Fiskesjö att kräva att även de båda åklagarna inkallas till förhör .	att	6	8	9	kräva	2	9	3	12	active	1	0			1	1	1	1	7	Fiskesjö	fiskesjö	other	NN	after	news	11	25				PP PM JJ PC NN VB NN IE VB SN AB DT JJ NN VB PP NN MAD			
3149	DN1987	4449675	1987		Bland annat kommer gevär m / 96 att utgå , säger arméchefen .	omission	3	0	9	utgå	4	9	5	12	active	1	0			1	0			0						news	11	25				PP PN VB NN NN MID RG IE VB MID VB NN MAD			
3150	DN1987	4451783	1987		-- Vi emotser en protest från Eklund och kommer att behandla den med en gång .	att	9	10	11	behandla	1	1	2	4	active	1	0			1	0			0						news	11	27				MID PN VB DT NN PP PM KN VB IE VB PN PP DT NN MAD			
3151	DN1987	4453576	1987		Dessutom borde den utreda och föreslå förbättringar av färjetrafiken , eftersom den under alla förhållanden under överskådlig tid kommer att förbli den enda tillgängliga förbindelsen .	att	19	20	21	förbli	1	1	2	4	active	1	0			1	0			12	den	den	other	PN	before	news	11	22				AB VB PN VB KN VB NN PP NN MID SN PN PP DT NN PP JJ NN VB IE VB DT JJ JJ NN MAD			
3152	DN1987	4453678	1987		Men att hans egen snöpliga reträtt från Vita huset 1974 kanske inte kommer att förbli den enda relevanta hågkomsten av ' Watergatepresidenten ' framgår av ett tredagarsseminarium i New York nyligen om Nixons plats i historien , dels av veckomagasinet Times färska detaljer om hans roll i de äntligen framgångsrika förhandlingarna om amerikansk-sovjetisk kärnvapennedrustning .	att	13	14	15	förbli	1	1	2	4	active	1	1	11	51	1	0			6	reträtt	reträtt	other	NN	before	news	11	27				KN SN PS JJ JJ NN PP JJ NN RG AB AB VB IE VB DT JJ JJ NN PP PAD NN PAD VB PP DT NN PP PM PM AB PP PM NN PP NN MID KN PP NN PM JJ NN PP PS NN PP DT AB JJ NN PP JJ NN MAD			
3153	DN1987	4453797	1987		En fyraårig flicka som färdades i samma bil bröt halskotpelaren och enligt läkarna vid Mölndals lasarett är det mycket osäkert om hon kommer att överleva .	att	23	24	25	överleva	1	1	2	4	active	1	0			1	0			22	hon	hon	other	PN	before	news	11	21				DT JJ NN HP VB PP DT NN VB NN KN PP NN PP PM NN VB PN AB JJ SN PN VB IE VB MAD			
3154	DN1987	4455737	1987		Ärendet kommer att överlämnas till Västeråspolisen .	att	2	3	4	överlämna	1	1	2	4	s-form	1	0			1	0			1	Ärendet	ärende	other	NN	before	news	11	21				NN VB IE VB PP NN MAD			
3156	DN1987	4459665	1987		Därför är det viktigt att före valet få ett klart besked från socialdemokraterna att all planering för Fabriksvägen stoppas och inte kommer att tas upp senare .	att	22	23	24	tas	1	1	2	4	s-form	1	2	8	42	1	0			0						news	11	26				AB VB PN JJ IE PP NN VB DT JJ NN PP NN SN JJ NN PP NN VB KN AB VB IE VB PL AB MAD			
3157	DN1987	4459805	1987		När den nye chefen tillträder kommer det säkert att bli bättre .	omission	6	0	10	bli	3	10	4	13	active	1	0			1	0			7	det	den	dummy	PN	after	news	11	24				HA DT JJ NN VB VB PN AB IE VB JJ MAD			
3158	DN1987	4463599	1987		Sekretessen kommer inte att bli särskilt stark och föreslås av utredningen gälla t ex om barnet är i en direkt konfliktsituation med vårdnadshavaren , t ex om vård av barnet har satts i fråga eller barnet befinner sig i en vårdnadstvist .	att	2	4	5	bli	2	5	3	8	active	1	0			1	0			1	Sekretessen	sekretess	other	NN	before	news	11	24				NN VB AB IE VB AB JJ KN VB PP NN VB UO UO SN NN VB PP DT JJ NN PP NN MID UO UO PP NN PP NN VB VB PP NN KN NN VB PN PP DT NN MAD			
3159	DN1987	4465318	1987		De nya bestämmelserna för att under en tioårsperiod kontrollera efterlevnaden av avtalet , inklusive på platsen-övervakning av fabriker och andra anläggningar , kommer att studeras mycket noga av alla som har intressen i nedrustningsprocessen .	att	23	24	25	studera	1	1	2	4	s-form	1	1	16	113	1	0			3	bestämmelserna	bestämmelse	other	NN	before	news	11	26				DT JJ NN PP IE PP DT NN VB NN PP NN MID AB PP NN PP NN KN JJ NN MID VB IE VB AB AB PP PN HP VB NN PP NN MAD			
3160	DN1987	4465708	1987		Under den aktuella perioden kommer bl a IFK Göteborg att vara på jorden-runt-resa , vilket kanske ger förbundskaptenen Olle Nordin vissa problem med Kanarie-truppen ?	att	5	10	11	vara	5	15	6	18	active	1	0			1	0			7	a	bl_a:06	other	PM	after	news	11	27				PP DT JJ NN VB NN PM PM PM IE VB PP NN MID HP AB VB NN PM PM JJ NN PP NN MAD			
3161	DN1987	4466140	1987		-- Men visst kommer det att uppstå problem , sade Bengt Wenning från SJ .	att	4	6	7	uppstå	2	4	3	7	active	1	0			1	0			5	det	den	other	PN	after	news	11	26				NN KN AB VB PN IE VB NN MID VB PM PM PP PM MAD			
3162	DN1987	4466195	1987		Ärendet kommer säkert att ta tid .	att	2	4	5	ta	2	7	3	10	active	1	0			1	0			1	Ärendet	ärende	other	NN	before	news	11	21				NN VB AB IE VB NN MAD			
3163	DN1987	4466262	1987		Men jag vet förstås hela tiden att jag aldrig kommer att få upp det frostiga , halkiga påseländet .	att	10	11	12	få	1	1	2	4	active	1	1	3	10	1	0			8	jag	jag	other	PN	before	news	11	22				KN PN VB AB JJ NN SN PN AB VB IE VB PL DT JJ MID JJ NN MAD			
3164	DN1987	4468134	1987		Så småningom kommer eleverna också att försöka få företagare i Skärholmen att annonsera i årsboken .	omission	3	0	7	försöka	3	14	4	17	active	3	0			1	1	5	24	7	försöka	försöka	other	VB	after	news	11	25				AB AB VB NN AB IE VB VB NN PP PM IE VB PP NN MAD			
3165	DN1987	4468171	1987		-- Även på hemmaplan kommer vi att köra mycket fysisk träning och naturligtvis också isträning .	att	5	7	8	köra	2	3	3	6	active	1	0			1	0			6	vi	vi	other	PN	after	news	11	25				MID AB PP NN VB PN IE VB AB JJ NN KN AB AB NN MAD			
3166	DN1987	4470846	1987		-- Barnteatern kommer i vart fall inte att minska , säger Ingrid Edström .	omission	3	0	9	minska	5	14	6	17	active	1	0			1	0			2	Barnteatern	barnteater	other	NN	before	news	11	24				MID NN VB PP DT NN AB IE VB MID VB PM PM MAD			
3168	DN1987	4472685	1987		D ' Aubuisson sade också att han kommer att lägga fram sina egna bevis för att rentvå sig och för att peka ut de verkligt ansvariga .	att	8	9	10	lägga	1	1	2	4	active	1	1	2	4	1	2	6	21	7	han	han	other	PN	before	news	11	25				NN PAD PM VB AB SN PN VB IE VB PL PS JJ NN PP IE VB PN KN PP IE VB PL DT AB JJ MAD			
3169	DN1987	4475655	1987		Det vill inte USA , eftersom sjöbaserade kryssningsmissiler kommer att tillverkas där även i fortsättningen .	att	9	10	11	tillverka	1	1	2	4	s-form	1	0			1	0			8	kryssningsmissiler	kryssningsmissil	other	NN	before	news	11	24				PN VB AB PM MID SN PC NN VB IE VB AB AB PP NN MAD			
3170	DN1987	4476582	1987		Den stora frågan inför söndagens andra valomgång är dock hur hans röster kommer att fördelas .	att	13	14	15	fördela	1	1	2	4	s-form	1	0			1	0			12	röster	röst	other	NN	before	news	11	24				DT JJ NN PP NN RO NN VB AB HA PS NN VB IE VB MAD			
3173	DN1987	4480528	1987		De 7 500 kronorna delar Katarina med sin teatergrupp i en ny uppsättning som kommer att bygga på den nordiska mytologin .	att	15	16	17	bygga	1	1	2	4	active	1	0			1	0			14	som	som	other	HP	before	news	11	26				DT RO RG NN VB PM PP PS NN PP DT JJ NN HP VB IE VB PP DT JJ NN MAD			
3174	DN1987	4480913	1987		-- Såvitt jag förstår kommer vi att göra en jämförande kalkyl för att se vad det kostar om vi gör det själva .	att	5	7	8	göra	2	3	3	6	active	1	0			1	1	5	22	6	vi	vi	other	PN	after	news	11	26				MID SN PN VB VB PN IE VB DT PC NN PP IE VB HP PN VB SN PN VB DT JJ MAD			
3175	DN1987	4486299	1987		De arresterade kommer enligt regeringen att ställas inför vanlig domstol och betraktas som kriminella .	att	3	6	7	ställa	3	17	4	20	s-form	1	0			1	0			2	arresterade	arrestera	other	PC	before	news	11	26				DT PC VB PP NN IE VB PP JJ NN KN VB KN JJ MAD			
3176	DN1987	4487281	1987		Sandvikskoncernens vinst kommer i år att något överstiga fjolårets vinst på 1,724 milj kr .	att	3	6	8	överstiga	3	4	5	12	active	1	0			1	0			2	vinst	vinst	other	NN	before	news	11	26				NN NN VB PP NN IE AB VB NN NN PP RG NN NN MAD			
3179	DN1987	4489912	1987		5 ) Som framgår av programmet kommer bostadsområdet knappast att medföra något positivt för nuvarande Skälby .	att	7	10	11	medföra	3	23	4	26	active	1	0			1	0			8	bostadsområdet	bostadsområde	other	NN	after	news	11	26				RG PAD KN VB PP NN VB NN AB IE VB DT JJ PP PC PM MAD			
